CustomerID,Recency,Frequency,Monetary,DistinctItems,AvgBasketSize,AvgBasketValue
12394.0,63,2,1272.48,26,409.5,636.24
12395.0,18,12,3018.63,91,176.5,251.5525
12397.0,35,2,2409.9,110,631.5,1204.95
12398.0,45,1,1635.6599999999999,85,1394.0,1635.6599999999999
12399.0,118,4,1108.65,47,294.5,277.1625
12401.0,302,1,84.3,5,11.0,84.3
12402.0,322,1,225.60000000000002,11,94.0,225.60000000000002
12403.0,49,1,427.7,5,96.0,427.7
12405.0,148,1,1710.39,54,857.0,1710.39
12406.0,21,2,3415.3,91,909.0,1707.65
12407.0,49,5,1708.12,57,283.2,341.62399999999997
12408.0,32,5,2888.55,81,281.8,577.71
12409.0,78,3,11072.67,91,1850.3333333333333,3690.89
12410.0,308,2,693.33,26,105.5,346.665
12412.0,74,3,1226.88,44,276.3333333333333,408.96000000000004
12413.0,66,3,758.1,29,95.33333333333333,252.70000000000002
12414.0,216,3,562.4100000000001,16,100.0,187.47000000000003
12415.0,23,21,124914.53,451,3684.4761904761904,5948.310952380953
12417.0,2,9,3649.1,159,172.44444444444446,405.4555555555555
12418.0,112,1,668.58,34,407.0,668.58
12420.0,63,1,600.39,29,345.0,600.39
12421.0,15,4,807.04,32,121.0,201.76
12422.0,95,3,803.5600000000001,39,123.33333333333333,267.85333333333335
12423.0,0,8,1859.31,96,167.375,232.41375
12424.0,162,2,1760.96,30,370.0,880.48
12425.0,77,1,777.2,36,496.0,777.2
12426.0,194,1,582.73,30,258.0,582.73
12427.0,21,3,825.8000000000001,26,177.66666666666666,275.2666666666667
12428.0,25,9,7956.46,259,392.8888888888889,884.0511111111111
12429.0,8,4,3750.4,82,389.25,937.6
12430.0,42,1,256.4,11,117.0,256.4
12431.0,35,15,6487.45,163,193.73333333333332,432.49666666666667
12432.0,42,5,5059.32,107,360.2,1011.8639999999999
12433.0,0,7,13375.87,222,1581.5714285714287,1910.8385714285716
12434.0,84,2,806.14,46,197.0,403.07
12435.0,79,2,7829.89,31,1027.5,3914.945
12436.0,99,1,509.01,16,211.0,509.01
12437.0,1,18,4951.41,119,162.33333333333334,275.0783333333333
12438.0,13,2,2906.85,85,590.0,1453.425
12441.0,366,1,173.55,11,121.0,173.55
12442.0,2,1,172.06,12,182.0,172.06
12444.0,20,5,5005.46,138,230.6,1001.092
12445.0,21,1,133.4,4,62.0,133.4
12446.0,57,1,1002.3100000000001,57,351.0,1002.3100000000001
12447.0,242,1,476.49,26,190.0,476.49
12448.0,43,1,449.45,22,243.0,449.45
12449.0,21,4,4067.29,119,388.25,1016.8225
12450.0,155,2,197.88,7,64.0,98.94
12451.0,10,5,9035.52,265,1315.0,1807.104
12452.0,16,2,430.57000000000005,21,92.5,215.28500000000003
12453.0,133,1,707.09,43,473.0,707.09
12454.0,55,1,3528.34,15,1006.0,3528.34
12455.0,72,6,2466.86,85,348.1666666666667,411.1433333333334
12456.0,43,3,3181.04,105,544.3333333333334,1060.3466666666666
12457.0,65,7,2363.23,53,120.42857142857143,337.6042857142857
12458.0,70,2,947.4,35,253.0,473.7
12461.0,93,2,826.88,35,143.5,413.44
12462.0,18,2,1189.59,52,268.0,594.795
12463.0,52,4,1344.78,65,194.0,336.195
12464.0,9,8,1212.05,6,14.0,151.50625
12465.0,16,2,742.19,46,239.5,371.095
12468.0,187,2,729.54,36,183.0,364.77
12471.0,1,30,19824.05,153,273.73333333333335,660.8016666666666
12472.0,31,7,6572.11,221,592.5714285714286,938.8728571428571
12473.0,28,5,3938.55,140,487.8,787.71
12474.0,16,18,7375.79,254,269.27777777777777,409.7661111111111
12475.0,53,1,723.38,36,535.0,723.38
12476.0,15,11,6816.42,178,218.9090909090909,619.6745454545454
12477.0,22,6,13219.74,193,608.8333333333334,2203.29
12478.0,3,1,680.99,36,236.0,680.99
12479.0,10,1,527.2,31,385.0,527.2
12480.0,27,4,3281.63,129,426.75,820.4075
12481.0,22,10,5596.32,152,330.4,559.632
12483.0,16,8,2484.98,46,138.75,310.6225
12484.0,32,6,4541.72,257,365.1666666666667,756.9533333333334
12488.0,9,3,1298.66,46,176.33333333333334,432.8866666666667
12489.0,335,1,334.93,15,105.0,334.93
12490.0,4,10,5417.93,132,306.4,541.793
12491.0,38,1,460.40000000000003,25,260.0,460.40000000000003
12492.0,62,2,263.21000000000004,19,96.0,131.60500000000002
12493.0,165,2,433.74,20,103.5,216.87
12494.0,15,7,1246.1,65,101.0,178.0142857142857
12497.0,81,1,1043.1,14,1236.0,1043.1
12498.0,20,3,403.70000000000005,21,53.0,134.5666666666667
12500.0,22,11,4257.82,35,243.45454545454547,387.07454545454544
12501.0,336,1,2169.39,149,1783.0,2169.39
12502.0,95,5,3723.87,102,164.0,744.774
12504.0,17,2,482.04999999999995,6,45.0,241.02499999999998
12506.0,232,1,73.5,23,23.0,73.5
12507.0,133,3,1304.81,19,298.0,434.93666666666667
12508.0,25,2,398.27,57,136.0,199.135
12509.0,283,1,176.5,7,55.0,176.5
12510.0,142,2,982.5699999999999,29,176.5,491.28499999999997
12512.0,65,2,138.03,31,49.5,69.015
12513.0,112,1,612.29,35,462.0,612.29
12514.0,266,1,1017.6800000000001,51,440.0,1017.6800000000001
12515.0,352,1,383.7,16,131.0,383.7
12516.0,77,2,1312.06,20,437.5,656.03
12517.0,27,5,2502.84,233,274.2,500.56800000000004
12518.0,0,5,2056.89,84,263.6,411.378
12519.0,63,1,340.84000000000003,17,183.0,340.84000000000003
12520.0,78,5,2634.26,122,287.8,526.8520000000001
12521.0,142,1,599.68,38,309.0,599.68
12522.0,38,2,192.72,11,97.0,96.36
12523.0,18,11,1789.77,85,78.63636363636364,162.70636363636365
12524.0,8,8,4485.72,114,462.375,560.715
12526.0,0,3,1316.66,64,210.66666666666666,438.8866666666667
12527.0,81,3,348.71000000000004,18,78.0,116.23666666666668
12528.0,8,6,1933.48,51,126.0,322.24666666666667
12530.0,59,4,1662.28,51,228.25,415.57
12531.0,14,1,125.22,17,45.0,125.22
12532.0,29,1,349.83000000000004,16,153.0,349.83000000000004
12534.0,130,1,1089.18,63,651.0,1089.18
12535.0,91,2,716.35,28,109.5,358.175
12536.0,42,3,12601.830000000002,260,934.3333333333334,4200.610000000001
12538.0,28,1,363.95,21,191.0,363.95
12539.0,21,4,5568.35,157,516.75,1392.0875
12540.0,19,17,13400.24,277,393.2352941176471,788.2494117647059
12541.0,29,3,981.18,47,226.66666666666666,327.06
12544.0,35,1,372.7,19,136.0,372.7
12545.0,74,2,1000.39,42,261.5,500.195
12546.0,46,2,1161.5,59,316.5,580.75
12547.0,197,2,207.8,7,67.0,103.9
12548.0,165,1,95.19999999999999,5,49.0,95.19999999999999
12550.0,78,1,964.83,57,569.0,964.83
12551.0,357,1,168.0,10,100.0,168.0
12552.0,38,2,437.82,20,44.0,218.91
12553.0,7,10,3692.28,97,196.5,369.228
12556.0,49,2,603.71,101,179.0,301.855
12557.0,15,5,11990.960000000001,20,876.8,2398.192
12558.0,7,1,269.96,11,196.0,269.96
12559.0,310,2,561.71,21,141.5,280.855
12560.0,4,3,2134.01,91,370.0,711.3366666666667
12561.0,302,1,238.85,16,177.0,238.85
12562.0,7,7,3781.7400000000002,100,254.14285714285714,540.2485714285715
12564.0,260,1,456.90000000000003,21,133.0,456.90000000000003
12565.0,288,1,145.92000000000002,9,80.0,145.92000000000002
12566.0,85,1,351.65,19,265.0,351.65
12567.0,22,10,9401.28,323,430.5,940.128
12569.0,1,32,4124.6900000000005,93,56.28125,128.89656250000002
12571.0,39,2,519.61,31,261.5,259.805
12572.0,8,2,1020.4200000000001,53,226.0,510.21000000000004
12573.0,226,1,160.54000000000002,26,84.0,160.54000000000002
12574.0,315,1,218.45000000000002,11,61.0,218.45000000000002
12576.0,35,5,1315.83,72,193.4,263.166
12577.0,34,3,657.8,137,157.33333333333334,219.26666666666665
12578.0,20,2,2794.51,111,598.0,1397.255
12579.0,77,1,440.42,29,285.0,440.42
12580.0,246,1,415.7,24,238.0,415.7
12581.0,39,1,197.71,15,161.0,197.71
12582.0,238,2,511.36,21,150.0,255.68
12583.0,2,15,7281.38,117,337.3333333333333,485.42533333333336
12584.0,3,9,2338.15,45,46.22222222222222,259.7944444444445
12585.0,233,2,2040.1,77,639.5,1020.05
12586.0,16,1,196.94000000000003,11,79.0,196.94000000000003
12587.0,7,1,144.0,4,51.0,144.0
12588.0,38,1,214.89999999999998,10,53.0,214.89999999999998
12589.0,28,2,646.68,29,153.0,323.34
12590.0,210,2,9864.26,68,2141.5,4932.13
12591.0,316,1,452.84999999999997,26,228.0,452.84999999999997
12592.0,91,2,437.6,11,145.0,218.8
12593.0,108,3,418.1,14,68.66666666666667,139.36666666666667
12594.0,37,10,3338.2200000000003,51,177.7,333.822
12596.0,50,2,618.27,25,237.0,309.135
12597.0,18,4,3811.22,185,559.0,952.805
12598.0,9,8,3023.08,84,245.5,377.885
12599.0,28,7,1032.58,32,136.57142857142858,147.51142857142855
12600.0,28,10,2599.04,32,77.4,259.904
12601.0,189,5,577.0600000000001,21,49.0,115.412
12602.0,58,1,153.12,12,162.0,153.12
12603.0,21,1,739.1999999999999,2,63.0,739.1999999999999
12604.0,78,2,254.18,15,100.5,127.09
12607.0,59,1,1579.51,101,1228.0,1579.51
12609.0,77,3,1126.85,57,216.0,375.6166666666666
12610.0,22,5,2099.54,85,209.8,419.908
12611.0,51,1,1193.32,65,846.0,1193.32
12612.0,73,1,704.04,19,262.0,704.04
12613.0,56,5,3344.38,124,328.8,668.876
12614.0,277,1,315.6,20,76.0,315.6
12615.0,1,4,2291.19,82,344.0,572.7975
12616.0,94,2,713.3,25,142.0,356.65
12617.0,28,1,355.53000000000003,39,213.0,355.53000000000003
12618.0,21,1,177.31,11,96.0,177.31
12619.0,15,9,3641.24,50,375.3333333333333,404.5822222222222
12620.0,14,3,1339.41,89,393.6666666666667,446.47
12621.0,1,20,13689.67,265,372.0,684.4835
12622.0,231,1,180.1,11,69.0,180.1
12623.0,275,1,305.1,18,191.0,305.1
12624.0,105,2,641.13,36,177.5,320.565
12625.0,211,2,2683.82,74,806.0,1341.91
12626.0,22,9,6620.4800000000005,233,383.6666666666667,735.6088888888889
12627.0,10,7,4478.53,162,393.14285714285717,639.79
12628.0,3,3,786.46,34,149.33333333333334,262.15333333333336
12630.0,9,2,1270.88,60,274.0,635.44
12631.0,56,1,640.5,31,236.0,640.5
12633.0,58,4,2163.98,73,290.5,540.995
12635.0,89,2,1689.18,97,586.0,844.59
12637.0,66,8,6021.9,206,375.25,752.7375
12638.0,32,1,671.69,39,577.0,671.69
12639.0,238,1,486.1,22,201.0,486.1
12640.0,23,3,1174.58,47,103.66666666666667,391.52666666666664
12641.0,114,1,185.9,10,72.0,185.9
12642.0,24,3,1013.26,39,184.0,337.75333333333333
12643.0,127,6,3344.64,11,301.3333333333333,557.4399999999999
12644.0,129,1,477.90999999999997,31,325.0,477.90999999999997
12645.0,33,4,1775.18,58,271.0,443.795
12646.0,4,2,1346.97,43,448.5,673.485
12647.0,21,12,3722.82,80,119.25,310.235
12648.0,154,1,318.05,21,160.0,318.05
12649.0,106,3,623.51,28,195.33333333333334,207.83666666666667
12650.0,2,1,314.44,20,254.0,314.44
12651.0,334,1,114.0,9,78.0,114.0
12652.0,330,1,919.98,48,505.0,919.98
12653.0,148,2,2209.85,37,459.5,1104.925
12654.0,10,5,601.98,31,52.8,120.396
12656.0,16,5,4051.17,89,344.6,810.234
12657.0,10,4,1643.18,35,261.0,410.795
12658.0,18,1,686.05,36,320.0,686.05
12659.0,29,1,91.68,5,105.0,91.68
12660.0,10,1,245.10000000000002,13,127.0,245.10000000000002
12662.0,0,11,3849.78,129,187.0909090909091,349.98
12664.0,7,9,4881.88,13,133.66666666666666,542.4311111111111
12665.0,324,1,63.0,3,37.0,63.0
12667.0,57,1,620.13,33,395.0,620.13
12668.0,11,4,3807.15,116,408.5,951.7875
12669.0,150,3,2744.0299999999997,97,371.6666666666667,914.6766666666666
12670.0,9,5,2996.05,58,279.4,599.21
12672.0,329,1,225.9,10,78.0,225.9
12673.0,4,2,610.52,42,175.5,305.26
12674.0,38,4,1970.6,52,283.25,492.65
12676.0,24,6,1331.39,33,111.66666666666667,221.89833333333334
12678.0,41,12,17628.46,107,910.25,1469.0383333333332
12679.0,58,4,1113.02,43,138.5,278.255
12680.0,0,4,862.81,33,110.75,215.7025
12681.0,14,22,13787.54,269,342.54545454545456,626.7063636363637
12682.0,3,31,12288.22,216,179.83870967741936,396.3941935483871
12683.0,3,15,8476.57,180,332.46666666666664,565.1046666666666
12684.0,7,7,2283.63,61,283.57142857142856,326.23285714285714
12685.0,27,6,2863.08,117,253.83333333333334,477.18
12686.0,371,1,89.14,7,107.0,89.14
12688.0,113,1,4873.81,170,3028.0,4873.81
12689.0,25,2,1247.6100000000001,57,314.0,623.8050000000001
12690.0,205,1,389.01,16,106.0,389.01
12691.0,27,6,1035.8,21,65.66666666666667,172.63333333333333
12693.0,126,4,855.91,35,63.75,213.9775
12694.0,69,2,869.67,32,254.5,434.835
12695.0,6,4,582.1,23,55.0,145.525
12697.0,28,3,957.59,37,169.33333333333334,319.19666666666666
12700.0,7,4,4939.99,194,741.75,1234.9975
12701.0,79,2,797.71,50,339.0,398.855
12702.0,19,1,219.0,12,53.0,219.0
12703.0,70,1,283.55,21,164.0,283.55
12704.0,6,8,2340.84,64,125.75,292.605
12705.0,14,9,6868.29,229,444.1111111111111,763.1433333333333
12707.0,291,1,603.42,33,256.0,603.42
12708.0,29,10,2712.91,86,130.7,271.291
12709.0,14,15,9736.52,93,262.4,649.1013333333334
12710.0,96,3,1149.02,75,283.6666666666667,383.00666666666666
12712.0,28,13,4396.13,58,81.6923076923077,338.1638461538462
12713.0,0,1,848.55,38,508.0,848.55
12714.0,8,5,4708.86,217,613.8,941.7719999999999
12715.0,105,1,353.86,20,197.0,353.86
12716.0,3,2,1053.49,60,354.0,526.745
12717.0,150,2,1030.98,49,253.0,515.49
12718.0,70,1,238.25,19,203.0,238.25
12719.0,4,2,644.95,34,187.0,322.475
12720.0,2,25,5781.7300000000005,217,186.88,231.2692
12721.0,31,6,2656.13,134,326.5,442.68833333333333
12722.0,84,4,997.63,50,141.5,249.4075
12723.0,3,5,725.07,53,86.8,145.014
12724.0,4,4,1031.41,48,111.25,257.8525
12725.0,370,1,427.8,24,164.0,427.8
12726.0,27,7,2609.1,57,449.0,372.7285714285714
12727.0,10,7,3980.7000000000003,109,299.7142857142857,568.6714285714286
12728.0,70,4,836.33,38,104.75,209.0825
12729.0,113,1,453.01,26,233.0,453.01
12731.0,23,12,18895.91,109,703.0833333333334,1574.6591666666666
12732.0,179,1,236.26000000000002,12,111.0,236.26000000000002
12733.0,233,1,383.95,22,137.0,383.95
12734.0,352,1,110.39999999999999,4,88.0,110.39999999999999
12735.0,314,2,779.5699999999999,38,184.0,389.78499999999997
12736.0,332,1,234.0,4,173.0,234.0
12738.0,371,1,155.35,11,148.0,155.35
12739.0,77,2,1013.04,38,243.0,506.52
12740.0,63,1,427.6,27,342.0,427.6
12743.0,133,2,546.43,114,159.5,273.215
12744.0,51,7,21279.29,179,748.7142857142857,3039.8985714285714
12747.0,1,11,4196.01,43,115.9090909090909,381.4554545454546
12748.0,0,209,33719.73,1778,123.19138755980862,161.3384210526316
12749.0,3,5,4090.88,162,294.2,818.176
12750.0,128,1,275.88,15,137.0,275.88
12752.0,80,1,4366.78,53,2262.0,4366.78
12753.0,22,6,21429.39,133,1903.5,3571.565
12754.0,235,3,3010.74,49,2160.3333333333335,1003.5799999999999
12755.0,280,2,3811.9500000000003,4,745.5,1905.9750000000001
12756.0,86,1,112.08,4,144.0,112.08
12757.0,15,13,7857.1,239,184.76923076923077,604.3923076923077
12758.0,116,2,2791.59,84,1067.5,1395.795
12759.0,51,3,1531.44,81,300.6666666666667,510.48
12762.0,7,2,1898.52,62,613.5,949.26
12763.0,137,2,494.08,16,158.0,247.04
12764.0,316,1,1693.88,45,386.0,1693.88
12766.0,3,7,6989.63,205,520.8571428571429,998.5185714285715
12769.0,238,1,1143.6,32,356.0,1143.6
12770.0,210,1,1351.45,12,743.0,1351.45
12772.0,59,1,892.47,55,556.0,892.47
12775.0,16,5,1386.04,48,175.4,277.20799999999997
12778.0,19,6,822.23,40,137.5,137.03833333333333
12779.0,37,8,3981.36,89,253.0,497.67
12781.0,63,2,826.74,25,335.5,413.37
12782.0,4,5,2330.92,82,217.2,466.184
12783.0,1,6,2225.91,76,104.0,370.98499999999996
12784.0,8,2,574.42,54,150.0,287.21
12785.0,363,1,311.95,14,131.0,311.95
12787.0,9,3,463.66,17,87.0,154.55333333333334
12789.0,64,1,91.85,4,4.0,91.85
12790.0,191,1,324.92,21,166.0,324.92
12791.0,373,1,192.60000000000002,2,97.0,192.60000000000002
12792.0,256,1,400.54,25,217.0,400.54
12793.0,334,2,545.48,21,147.5,272.74
12794.0,52,2,860.41,43,296.0,430.205
12795.0,18,1,430.48,14,68.0,430.48
12797.0,365,1,254.03,13,118.0,254.03
12798.0,9,3,6977.04,6,1752.0,2325.68
12802.0,186,1,427.58,25,314.0,427.58
12808.0,36,3,483.65000000000003,27,62.666666666666664,161.21666666666667
12809.0,177,1,489.31,25,220.0,489.31
12811.0,260,3,514.85,27,76.66666666666667,171.61666666666667
12812.0,44,1,229.64000000000001,15,164.0,229.64000000000001
12814.0,101,1,125.92,2,49.0,125.92
12815.0,147,2,1063.46,38,189.5,531.73
12816.0,95,2,572.2,27,64.0,286.1
12817.0,280,1,166.04000000000002,4,53.0,166.04000000000002
12818.0,261,1,1542.08,14,929.0,1542.08
12820.0,2,4,942.34,55,180.5,235.585
12821.0,213,1,92.72,6,70.0,92.72
12822.0,70,2,948.88,41,275.0,474.44
12823.0,74,5,1759.5,1,46.0,351.9
12824.0,59,1,397.12,25,232.0,397.12
12826.0,2,7,1474.72,59,151.14285714285714,210.67428571428573
12827.0,5,3,430.15,19,65.66666666666667,143.38333333333333
12828.0,2,6,1018.71,46,82.33333333333333,169.785
12829.0,336,2,293.0,9,188.0,146.5
12830.0,37,6,6814.64,13,1641.3333333333333,1135.7733333333333
12831.0,261,1,215.05,9,135.0,215.05
12832.0,31,2,383.03000000000003,27,97.5,191.51500000000001
12833.0,144,1,417.38,24,156.0,417.38
12834.0,282,1,312.38,18,110.0,312.38
12836.0,58,4,2612.86,148,266.0,653.215
12837.0,172,1,134.1,12,24.0,134.1
12838.0,33,2,683.13,116,179.5,341.565
12839.0,2,14,5591.42,98,271.92857142857144,399.38714285714286
12840.0,143,4,2726.77,67,377.75,681.6925
12841.0,4,25,4022.35,230,110.28,160.894
12842.0,69,2,1118.99,34,273.5,559.495
12843.0,65,8,1702.26,69,97.625,212.7825
12844.0,28,2,325.96000000000004,47,62.5,162.98000000000002
12845.0,266,4,354.09000000000003,26,51.0,88.52250000000001
12847.0,21,1,871.54,72,909.0,871.54
12849.0,30,2,1050.89,47,311.5,525.445
12851.0,96,1,135.18,43,109.0,135.18
12852.0,294,1,311.55,17,149.0,311.55
12853.0,134,6,1957.1000000000001,66,133.33333333333334,326.18333333333334
12854.0,78,3,1324.5,95,209.0,441.5
12855.0,372,1,38.1,3,30.0,38.1
12856.0,7,6,2179.93,155,179.83333333333334,363.32166666666666
12857.0,210,2,1106.4,37,171.5,553.2
12863.0,51,1,521.2,5,188.0,521.2
12864.0,137,1,147.12,3,216.0,147.12
12865.0,25,2,1568.23,86,462.5,784.115
12866.0,282,1,559.12,26,171.0,559.12
12867.0,25,7,4036.82,247,614.0,576.6885714285714
12868.0,185,6,1607.0600000000002,72,154.66666666666666,267.84333333333336
12871.0,83,2,380.64,8,100.0,190.32
12872.0,326,2,599.97,58,159.5,299.985
12873.0,281,1,374.0,4,128.0,374.0
12875.0,142,2,343.2300000000001,1,1009.5,171.61500000000004
12876.0,57,2,2218.02,67,970.5,1109.01
12877.0,3,12,1535.77,100,98.16666666666667,127.98083333333334
12878.0,235,2,854.99,38,273.5,427.495
12879.0,44,3,573.22,7,123.33333333333333,191.07333333333335
12881.0,275,1,298.0,7,21.0,298.0
12882.0,8,2,1463.04,12,123.0,731.52
12883.0,24,4,703.47,39,49.0,175.8675
12884.0,87,1,309.05,7,43.0,309.05
12885.0,62,3,1175.22,66,218.33333333333334,391.74
12886.0,67,2,1378.4,75,385.0,689.2
12888.0,213,2,354.12,4,38.0,177.06
12890.0,23,1,380.46999999999997,78,259.0,380.46999999999997
12891.0,185,3,331.0,2,316.6666666666667,110.33333333333333
12893.0,30,1,188.14,27,96.0,188.14
12895.0,41,2,372.8,22,105.0,186.4
12897.0,204,2,216.5,3,55.0,108.25
12901.0,8,28,17654.54,30,824.1071428571429,630.5192857142857
12902.0,264,1,138.68,10,66.0,138.68
12904.0,17,2,509.58,59,151.0,254.79
12906.0,11,5,2919.81,55,349.8,583.962
12908.0,175,2,750.0,1,600.0,375.0
12909.0,39,5,2178.67,79,256.0,435.73400000000004
12910.0,22,8,3075.04,49,211.5,384.38
12912.0,2,5,1662.3,17,134.0,332.46
12913.0,4,5,2483.63,38,283.8,496.726
12915.0,148,2,363.65,19,46.5,181.825
12916.0,138,4,3006.15,55,279.75,751.5375
12917.0,127,1,594.0,2,120.0,594.0
12919.0,7,6,1335.19,34,112.16666666666667,222.53166666666667
12920.0,16,1,164.23,27,129.0,164.23
12921.0,8,37,16587.09,246,257.4594594594595,448.29972972972973
12922.0,160,1,405.38,28,370.0,405.38
12923.0,63,1,176.97,28,69.0,176.97
12924.0,87,4,933.7,22,120.25,233.425
12925.0,4,2,694.05,42,270.5,347.025
12928.0,34,5,2062.7,61,294.4,412.53999999999996
12929.0,311,1,117.85,8,37.0,117.85
12930.0,77,2,415.8,20,126.0,207.9
12931.0,21,15,42055.96,30,1866.9333333333334,2803.730666666667
12933.0,23,3,607.53,102,166.33333333333334,202.51
12935.0,1,7,2160.7,80,264.7142857142857,308.6714285714285
12936.0,16,4,1063.9,56,139.75,265.975
12937.0,14,4,1504.27,81,251.75,376.0675
12938.0,25,1,114.14,9,140.0,114.14
12939.0,63,8,11581.8,24,609.5,1447.725
12940.0,54,2,913.54,87,205.5,456.77
12942.0,130,3,683.9,68,67.66666666666667,227.96666666666667
12944.0,35,2,604.51,29,144.5,302.255
12945.0,287,1,462.95,23,165.0,462.95
12947.0,143,6,1603.99,83,194.16666666666666,267.33166666666665
12948.0,15,7,2064.95,82,154.28571428571428,294.99285714285713
12949.0,30,8,4167.22,168,297.625,520.9025
12950.0,1,3,1843.0,13,460.0,614.3333333333334
12951.0,8,6,1064.07,54,83.83333333333333,177.345
12952.0,5,4,1387.79,64,163.25,346.9475
12953.0,9,1,329.85,17,84.0,329.85
12955.0,0,11,4757.16,82,333.09090909090907,432.4690909090909
12956.0,305,1,108.07,19,34.0,108.07
12957.0,9,8,4017.54,208,318.625,502.1925
12962.0,6,2,266.39,15,64.5,133.195
12963.0,7,8,1856.63,75,110.125,232.07875
12965.0,88,1,771.91,107,283.0,771.91
12966.0,9,1,160.18,10,75.0,160.18
12967.0,357,2,1660.9,19,219.0,830.45
12968.0,111,1,135.95,5,73.0,135.95
12970.0,6,4,452.24,116,77.5,113.06
12971.0,3,86,11189.91,96,108.01162790697674,130.11523255813952
12974.0,197,1,144.8,8,24.0,144.8
12976.0,211,1,738.6,22,561.0,738.6
12977.0,155,1,39.239999999999995,9,12.0,39.239999999999995
12980.0,157,9,7374.900000000001,6,98.44444444444444,819.4333333333334
12981.0,29,2,372.21999999999997,14,121.0,186.10999999999999
12982.0,242,1,390.54,28,288.0,390.54
12984.0,18,1,97.5,4,26.0,97.5
12985.0,0,2,1239.38,73,766.5,619.69
12987.0,73,2,558.7,27,109.5,279.35
12988.0,291,1,535.32,75,136.0,535.32
12989.0,2,15,6924.11,41,196.2,461.6073333333333
12990.0,30,3,409.5,8,66.66666666666667,136.5
12991.0,22,2,503.76,31,202.5,251.88
12993.0,22,4,414.76,26,60.0,103.69
12994.0,3,3,974.42,52,153.0,324.8066666666667
12995.0,84,1,211.32,3,108.0,211.32
12997.0,21,4,1226.89,46,166.0,306.7225
12999.0,195,3,455.88,25,114.0,151.96
13000.0,106,3,534.85,30,126.33333333333333,178.28333333333333
13001.0,3,13,9818.82,167,423.46153846153845,755.2938461538462
13002.0,317,1,120.95,7,73.0,120.95
13003.0,105,3,149.05,4,34.333333333333336,49.68333333333334
13004.0,11,18,5655.91,281,267.8888888888889,314.21722222222223
13005.0,173,2,513.7,21,86.0,256.85
13006.0,55,1,81.57,4,55.0,81.57
13008.0,322,1,229.47,14,175.0,229.47
13011.0,371,1,50.550000000000004,3,13.0,50.550000000000004
13012.0,8,8,1661.8400000000001,67,103.0,207.73000000000002
13013.0,0,13,4810.9400000000005,155,171.07692307692307,370.07230769230773
13014.0,10,10,3466.28,68,90.5,346.62800000000004
13015.0,52,5,3346.28,156,323.4,669.2560000000001
13016.0,72,3,789.89,39,175.66666666666666,263.2966666666667
13017.0,6,1,204.0,1,48.0,204.0
13018.0,15,28,7277.7,316,194.10714285714286,259.91785714285714
13021.0,3,9,2616.38,101,150.22222222222223,290.7088888888889
13023.0,63,2,689.9,36,143.0,344.95
13026.0,0,5,975.36,32,324.0,195.072
13027.0,113,6,6912.0,6,2880.0,1152.0
13028.0,22,2,661.3199999999999,40,399.0,330.65999999999997
13029.0,30,3,1247.5,8,44.666666666666664,415.8333333333333
13030.0,10,2,799.48,77,197.0,399.74
13032.0,51,2,1010.1800000000001,55,187.5,505.09000000000003
13033.0,356,1,190.55,11,83.0,190.55
13034.0,54,2,642.77,37,184.5,321.385
13035.0,73,2,921.88,23,322.0,460.94
13037.0,137,3,881.07,44,143.66666666666666,293.69
